sentID.BTEC	sentID	dialect	pred_dialect	raw	CODA
752	25	BEI	BEI	شكر ا. هيدا مفتاح أوضتك . العتال رح ياخدلك شنطاتك.	شكرا. هيدا مفتاح اوضتك. العتال رح ياخذ لك شنطاتك.
755	26	BEI	BEI	خلي شنطاتي، عمول معروف.	خلي شنطاتي، اعمول معروف.
785	27	BEI	BEI	ما بفتكر إنو فيي كون إلك عون.	ما بافتكر انه فيي كون الك عون.
802	28	BEI	BEI	فيك تسألو ليوقف تدخين، هونيك؟	فيك تسأله ليوقف تدخين، هونيك؟
827	29	BEI	BEI	بتمنى أعمل أعمال خيرية .	باتمنى اعمل اعمال خيرية.
841	30	BEI	BEI	استعدت صحتي كلي ا.	استعدت صحتي كليا.
910	31	BEI	BEI	فيك تعطيني شوية ماي، عمول معروف؟ أنا كتير عطشان.	فيك تعطيني شوية ماي، اعمول معروف؟ انا كثير عطشان.
989	32	BEI	BEI	رح أخد وجبتين من نودلز موريسوبا.	رح آخذ وجبتين من نودلز موريسوبا.
996	33	BEI	BEI	جرحت حالي بقزازة هون.	جرحت حالي بقزازة هون.
997	34	BEI	BEI	لازم كنت سألت المدرب، بس فيك تقلي أي مكنة منيحة لتمرين الضهر؟	لازم كنت سألت المدرب، بس فيك تقل لي اي مكنة منيحة لتمرين الظهر؟
1011	36	BEI	BEI	بفتكر إنو نحنا بالمحطة الغلط.	بافتكر انه نحنا بالمحطة الغلط.
1024	37	BEI	BEI	بتتذكر رقم السيارة؟	بتتذكر رقم السيارة؟
1043	38	BEI	BEI	بيرة، ستيك مع بطاطا مقلية، و سلطة الشيف المميزة.	بيرة، ستيك مع بطاطا مقلية، وسلطة الشيف المميزة.
1107	39	BEI	BEI	رح دق مرة تاني.	رح دق مرة ثاني.
1147	40	BEI	BEI	بتعرف إذا هالمطعم بيتطلب حجز؟	بتعرف اذا هالمطعم بيتطلب حجز؟
1151	41	BEI	BEI	في محل حلاقة بالأوتيل؟	فيه محل حلاقة بالاوتيل؟
1157	42	BEI	BEI	عندي شي إسألك ياه .	عندي شي اسألك اياه.
1161	43	BEI	BEI	عمول معروف دفي الأوضة أكتر .	اعمول معروف دفي الاوضة اكثر.
1173	44	BEI	BEI	ما فيي قلك .	ما فيي قول لك.
1176	45	BEI	BEI	وين منصة رقم خمسة؟	وين منصة رقم خمسة؟
1202	46	BEI	BEI	بدي مرشد بيحكي الياباني.	بدي مرشد بيحكي الياباني.
1225	48	BEI	BEI	نوعية هيدا أحسن .	نوعية هيدا احسن.
1230	49	BEI	BEI	بشارط بتنين جنيه.	باشارط باثنين جنيه.
1231	50	BEI	BEI	عندك جولة بتتضمن زيارة لجسر الغولدن غايت؟	عندك جولة بتتضمن زيارة لجسر الغولدن غيت؟
1277	51	BEI	BEI	هيدي الرحلة سبعة و تلات دقايق لطوكيو بأربعة أيلول، الجمعة.	هيدي الرحلة سبعة وثلاث دقايق لطوكيو باربعة ايلول، الجمعة.
1286	52	BEI	BEI	عمنبش عمعجون.	عم نبش عمعجون.
1297	53	BEI	BEI	شو بخصوص بكرا؟	شو بخصوص بكرة؟
1323	55	BEI	BEI	عندك بالنتاين عمرا عشر سنين؟	عندك بالنتاين عمرها عشر سنين؟
1328	56	BEI	BEI	يمكن نكون قادرين، بس للأسف رح تاخد كم شهر .	يمكن نكون قادرين، بس للاسف رح تاخذ كم شهر.
1339	57	BEI	BEI	بدي شي بأسلوب شانيل المتكرر .	بدي شي باسلوب شانيل المتكرر.
1345	58	BEI	BEI	بدي سجل بجولة شلالات نياغارا .	بدي سجل بجولة شلالات نياغرا.
1358	59	BEI	BEI	بفتكر .	بافتكر.
1371	60	BEI	BEI	اوه لاء . عمبيقلي شي . شو لازم أعمل؟	اوه لاء. عم بيقول لي شي. شو لازم اعمل؟
1417	61	BEI	BEI	أي باص بيروح عصالة غيلد؟	اي باص بيروح عصالة غيلد؟
1423	62	BEI	BEI	هوي عالرف التاني بالصف الوسطاني .	هو عالرف الثاني بالصف الوسطاني.
1443	63	BEI	BEI	بحاجة إنو إرجع عاليابان هلأ؟	بحاجة انه ارجع عاليابان هلق؟
1447	64	BEI	BEI	كان في عليقة مفاتيح عشكل بسينة معلقة بشريط هون.	كان فيه عليقة مفاتيح عشكل بسينة معلقة بشريط هون.
1457	65	BEI	BEI	بالظبط تمنتعشردولار .	بالظبط ثمانتعشر دولار.
1475	66	BEI	BEI	هيدا بيت بيجنن .	هيدا بيت بيجنن.
1497	67	BEI	BEI	وحدة كوكا زغيرة، عمول معروف .	واحدة كوكا صغيرة، اعمول معروف.
1504	68	BEI	BEI	أدي بيكلف تأمينو بتلاتميت دولار؟	قديه بيكلف تأمينه بثلاثمية دولار؟
1538	69	BEI	BEI	فيك تقلي عمول معروف هالسعر لشو؟	فيك تقل لي اعمول معروف هالسعر لشو؟
1553	70	BEI	BEI	شو اللعبة اللي عمتنلعب عالملعب؟	شو اللعبة اللي عم تنلعب عالملعب؟
1568	71	BEI	BEI	عالسبعة الصبح، التوقيت المحلي .	عالسبعة الصبح، التوقيت المحلي.
1591	72	BEI	BEI	الصندوق طولو خمسة و ستين سنتمتر، عرضو تلاتين سنتمتر، و تمنتاعشر سنتمتر إرتفاعو.	الصندوق طوله خمسة وستين سنتيمتر، عرضه ثلاثين سنتيمتر، وثمانتعشر سنتيمتر ارتفاعه.
1597	73	BEI	BEI	الساعة عشرة . هيدا مفتاح أوضتك . أوضتك هيي أربعة و خمسين تلاتة و تلاتين . الحمال رح ياخدلك شنطاتك لفوق .	الساعة عشرة. هيدا مفتاح اوضتك. اوضتك هي اربعة وخمسين ثلاثة وثلاثين. الحمال رح ياخذ لك شنطاتك لفوق.
1602	74	BEI	BEI	فيك تقصلي غرتي نص إينش فوق حواجبي؟	فيك تقص لي غرتي نص اينش فوق حواجبي؟
1611	75	BEI	BEI	بروم عالشمال عإشارة الضو .	ابروم عالشمال عاشارة الضو.
1626	76	BEI	BEI	عمول معروف شيل تيابك و غير لهيدا الروب .	اعمول معروف شيل ثيابك وغير لهيدا الروب.
1652	78	BEI	BEI	وين أقرب محل صبابيط؟	وين اقرب محل صبابيط؟
1697	80	BEI	BEI	عمتاخد أي دوا تاني؟	عم تاخذ اي دوا ثاني؟
1708	81	BEI	BEI	العفو . بفضل مقعد بالممر.	العفو. بافضل مقعد بالممر.
1710	82	BEI	BEI	عندك جزدان بيلبق معو؟	عندك جزدان بيلبق معه؟
1721	83	BEI	BEI	كتير ضيق هون .	كثير ضيق هون.
1723	84	BEI	BEI	مرحبا، هون الأوضة تناعش أربعة و تلاتين . إسمي أودا. بدي إتصال توعاية عالستة الصبح بكرا، عمول معروف.	مرحبا، هون الاوضة اثناعش اربعة وثلاثين. اسمي اودا. بدي اتصال توعاية عالستة الصبح بكرة، اعمول معروف.
1740	85	BEI	BEI	إنت عضو بالنادي المنتشر تبعنا استأجر-سيارة؟	انت عضو بالنادي المنتشر تبعنا استأجر-سيارة؟
1814	86	BEI	BEI	مش عم فيي قول اللي عمتقولو .	مش عم فيي قول اللي عمتقوله.
1844	87	BEI	BEI	عندك وجع راس؟	عندك وجع راس؟
1850	88	BEI	BEI	فيك تاخدني عأقرب محطة؟	فيك تاخذني عاقرب محطة؟
1857	90	BEI	BEI	فيك تعطيني شي جريدة أو مجلة؟	فيك تعطيني شي جريدة او مجلة؟
1879	91	BEI	BEI	بدي كتاب قواعد .	بدي كتاب قواعد.
1884	92	BEI	BEI	في ملعب تينيس قريب من هون؟	في ملعب تنس قريب من هون؟
1889	93	BEI	BEI	أمتين اليابان بيحتفل ببراعم الكرز بيتحولهن لزهور؟	امتين اليابان بيحتفل ببراعم الكرز بتحولهن لزهور؟
1896	94	BEI	BEI	إيه، عملنا . رح إرجع معو .	ايه، عملنا. رح ارجع معه.
1914	95	BEI	BEI	شو بدك عليه؟	شو بدك عليه؟
1933	96	BEI	BEI	هالنوع من البرنيطة مبين إنو بالموضة . بفتكر رح إشتري وحدة، كمان .	هالنوع من البرنيطة مبين انه بالموضة. بافتكر رح اشتري واحدة، كمان.
2002	97	BEI	BEI	كيف بدك فاتورتك؟	كيف بدك فاتورتك؟
2019	98	BEI	BEI	فاتح هلأ؟	فاتح هلق؟
2026	99	BEI	BEI	شو المعارض الرئيسية بهالكاليري؟	شو المعارض الرئيسية بهالغاليري؟
2061	100	BEI	BEI	نحنا رح نقلع قريبا .	نحنا رح نقلع قريبا.
2076	101	BEI	BEI	واو . شو هالوجبة الكبيرة .	واو. شو هالوجبة الكبيرة.
2079	102	BEI	BEI	أي طريق تران ميلانو بيفل منا؟	اي طريق تران ميلانو بيفل منها؟
2095	103	BEI	BEI	عمول معروف قلي كيف بعمل مكالمة دولية .	اعمول معروف قل لي كيف باعمل مكالمة دولية.
2097	104	BEI	BEI	فيي إحمل شنطاتي عالمتن؟	فيي احمل شنطاتي عالمتن؟
2109	106	BEI	BEI	رح أوصلك بإستاذ سوزوكي.	رح اوصلك باستاذ سوزوكي.
2150	107	BEI	BEI	هالسن انكسر .	هالسن انكسر.
2162	108	BEI	BEI	أنا، كمان . فكرت إنو فيم تساعدني إكتشف القائمة .	انا، كمان. فكرت انه فيك تساعدني اكتشف القائمة.
2194	109	BEI	BEI	لازم لفو؟	لازم لفه؟
2213	110	BEI	BEI	بتاخد حوالي تلات ساعات للروحة عالمكتب و الرجعة .	بتاخذ حوالي ثلاث ساعات للروحة عالمكتب والرجعة.
2219	111	BEI	BEI	عندي بطاقة على ديترويت اللي بتمشي عالحدعش الصبح .	عندي بطاقة على ديترويت اللي بتمشي عالحدعش الصبح.
2239	112	BEI	BEI	حفلة من أربعة، عالسبعة و نص عشية. تحت أي إسم بتحب هيدا؟	حفلة من اربعة، عالسبعة ونص عشية. تحت اي اسم بتحب هيدا؟
2240	113	BEI	BEI	بدي غير طلبي .	بدي غير طلبي.
2255	114	BEI	BEI	خمسة و عشرين دولار بتتضمن سعر الباص، مرشد و رسم الدخول .	خمسة وعشرين دولار بتتضمن سعر الباص، مرشد ورسم الدخول.
2258	115	BEI	BEI	أياها بتفتكر بتروح مع هيدا؟	اياها بتفتكر بتروح مع هيدا؟
2279	116	BEI	BEI	إيه، عمنبش عفستان .	ايه، عم نبش عفستان.
2312	117	BEI	BEI	يسلمو كتير لإنك وصلتني لهون بعد ساعات . عنجد بقدر مساعدتك .	يسلموا كثير لانك وصلتني لهون بعد ساعات. عن جد باقدر مساعدتك.
2349	118	BEI	BEI	المفروض إنو تدفى أكتر هالليلة .	المفروض انه تدفا اكثر هالليلة.
2388	120	BEI	BEI	هيدا مشوه .	هيدا مشوه.
2409	121	BEI	BEI	عن طريق البريد البحري؟	عن طريق البريد البحري؟
2411	122	BEI	BEI	خطر إذا ما أخدت تاكسي بالرجعة عالأوتيل .	خطر اذا ما اخذت تاكسي بالرجعة عالاوتيل.
2453	123	BEI	BEI	رح نوصل عالوقت؟	رح نوصل عالوقت؟
2461	124	BEI	BEI	بدي شوية تغيير .	بدي شوية تغيير.
2464	125	BEI	BEI	قيك تحكي عمهلك عمول معروف؟	فيك تحكي عمهلك اعمول معروف؟
2482	126	BEI	BEI	عمنبش على شال حرير .	عم نبش على شال حرير.
2486	127	BEI	BEI	بدي فل عالسبعة بكرا الصبح، منشان هيك بدي فاتورتي هلأ .	بدي فل عالسبعة بكرة الصبح، منشان هيك بدي فاتورتي هلق.
2497	128	BEI	BEI	في أربع فصول متميزة.	فيه اربع فصول متميزة.
2525	129	BEI	BEI	رح تاخد حوالي تسعة و تسعين يوم لإعادة إصدار بطاقة. عمول معروف كتوب تحت إسم الأوتيل تبعك و رقمك عهالورقة، لنقدر ندقلك .	رح تاخذ حوالي تسعة وتسعين يوم لاعادة اصدار بطاقة. اعمول معروف اكتوب تحت اسم الاوتيل تبعك ورقمك عهالورقة، لنقدر ندق لك.
2527	130	BEI	BEI	رح تروح عالمدرسة؟	رح تروح عالمدرسة؟
2535	131	BEI	BEI	بدي خيمة .	بدي خيمة.
2565	132	BEI	BEI	الساعة وحدة و أربع دقايق بعد الضهر.	الساعة واحدة واربع دقايق بعد الظهر.
2571	133	BEI	BEI	عالمشتريات اللي بتزيد فوق التسعة و تسعين دولار، فيك تستعمل نظام الإعفاء من الجمارك .	عالمشتريات اللي بتزيد فوق التسعة وتسعين دولار، فيك تستعمل نظام الاعفاء من الجمارك.
2580	134	BEI	BEI	فهمت . فإذ ا بطاقتين روحة رجعة على سان دييغو، عمول معروف .	فهمت. فاذا بطاقتين روحة رجعة على سان دييغو، اعمول معروف.
2607	135	BEI	BEI	هني تمام للبحر .	هن تمام للبحر.
2625	136	BEI	BEI	من ورا العاصفة التلجية، الطيران الكندي الرحلة صفر تنين واحد تأجلت .	من ورا العاصفة الثلجية، الطيران الكندي الرحلة صفر اثنين واحد تأجلت.
2663	137	BEI	BEI	رح إقدر جيب كل شي موجود عاللايحة من السوبرماركت أو لازم روح كمان عالصيدلية؟	رح اقدر جيب كل شي موجود عاللايحة من السوبر ماركت او لازم روح كمان عالصيدلية؟
2700	139	BEI	BEI	أدي وقت بياخد بالبريد البحري؟	قديه وقت بياخذ بالبريد البحري؟
2710	140	BEI	BEI	بدي غير رحلتي.	بدي غير رحلتي.
2720	141	BEI	BEI	حابب إخد درس بالتزلج .	حابب آخذ درس بالتزلج.
2722	142	BEI	BEI	لشخص واحد؟	لشخص واحد؟
2743	143	BEI	BEI	فينا نلعب مع هالصبابيط؟	فينا نلعب مع هالصبابيط؟
2782	144	BEI	BEI	أخد جزداني .	اخذ جزداني.
2787	145	BEI	BEI	شو لازم إتوقع إلبس؟	شو لازم اتوقع البس؟
2857	146	BEI	BEI	أكيد . و عمول معروف وصل أحر تمنياتي لمدام كوك اللي أخدت كتير من المبادرات المنيحة خلال إجتماعنا .	اكيد. واعمول معروف وصل احر تمنياتي لمدام كوك اللي اخذت كثير من المبادرات المنيحة خلال اجتماعنا.
2859	147	BEI	BEI	عندك أي إقامة متوفرة بهالسعر؟	عندك اي اقامة متوفرة بهالسعر؟
2884	148	BEI	BEI	من الشمال، هيدي بتبين الوقت اللازم للتصنيع، إسقاط التكلفة، و المخاطر المالية .	من الشمال، هيدي بتبين الوقت اللازم للتصنيع، اسقاط التكلفة، والمخاطر المالية.
2903	149	BEI	BEI	عنا بس قياس تماني هلأ .	عننا بس قياس ثماني هلق.
2906	150	BEI	BEI	أنا بس عمبقطع .	انا بس عم باقطع.
2910	151	BEI	BEI	بدي واحد قوي .	بدي واحد قوي.
2948	152	BEI	BEI	فيك تساعدني إخد بطاقات؟	فيك تساعدني آخذ بطاقات؟
2965	153	BEI	BEI	هالقهوة كتير قوية .	هالقهوة كثير قوية.
2974	154	BEI	BEI	فيك تعطيني بنج؟	فيك تعطيني بنج؟
2978	155	BEI	BEI	تطلعت منيح بالمشتبه فيه؟	تطلعت منيح بالمشتبه فيه؟
3005	156	BEI	BEI	بدي تياب داخلية .	بدي ثياب داخلية.
3009	158	BEI	BEI	أي طريق التران تبع بوسطن بيبلش منا؟	اي طريق التران تبع بوسطن بيبلش منها؟
3018	159	BEI	BEI	رح ناكل سوا، فعمول معروف جيب شوكة زيادة؟	رح ناكل سوا، فاعمول معروف جيب شوكة زيادة؟
3022	160	BEI	BEI	بأوتيل هاليكولاني.	باوتيل هاليكولاني.
3065	161	BEI	BEI	شو سعر أجار التلفون الخليوي و جهاز النداء؟	شو سعر اجار التلفون الخليوي وجهاز النداء؟
3074	163	BEI	BEI	طاولة شباك، عمول معروف .	طاولة شباك، اعمول معروف.
3075	164	BEI	BEI	فيك تفرجيني الواحد اللي عالطاولة؟	فيك تفرجيني الواحد اللي عالطاولة؟
3086	165	BEI	BEI	ما عندك فواتير أزغر؟	ما عندك فواتير اصغر؟
3092	166	BEI	BEI	فينا ناخد منفضة، عمول معروف؟	فينا ناخذ منفضة، اعمول معروف؟
3174	167	BEI	BEI	بدي مسكن .	بدي مسكن.
3212	168	BEI	BEI	فيك تدق لشركة تأمين؟	فيك تدق لشركة تأمين؟
3231	169	BEI	BEI	بطاقة طالب وحدة، عمول معروف .	بطاقة طالب واحدة، اعمول معروف.
3233	170	BEI	BEI	عمول معروف كتوب رسالة بمجرد وصولك .	اعمول معروف اكتوب رسالة بمجرد وصولك.
3239	171	BEI	BEI	بعتذر . شوف، رح إدفع عكل شي . بس ما تدق للشرطة. بيي رح يقتلني .	باعتذر. شوف، رح ادفع عكل شي. بس ما تدق للشرطة. بيي رح يقتلني.
3272	173	BEI	BEI	عن اذنك، فيك تدلني عالمحطة؟	عن اذنك، فيك تدلني عالمحطة؟
3278	174	BEI	BEI	بدي شوف الجبال .	بدي شوف الجبال.
3290	175	BEI	BEI	صرف هيدي للبيزيتا، عمول معروف .	صرف هيدي للبيزيتا، اعمول معروف.
3310	176	BEI	BEI	لاء، بس عنا حكيم بيفهم الياباني كتير منيح . منشان هيك ما في مشكلة أبد ا .	لاء، بس عننا حكيم بيفهم الياباني كثير منيح. منشان هيك مافيه مشكلة ابدا.
3330	177	BEI	BEI	فرجيني جدول المواعيد، عمول معروف.	فرجيني جدول المواعيد، اعمول معروف.
3353	178	BEI	BEI	بتعرفلك شي حكما بيحكوا ياباني؟	بتعرف لك شي حكما بيحكوا ياباني؟
3360	179	BEI	BEI	مش مصدق إنو لازم إرجع عاليابان . بتمنى لو فيي إبقى أكتر.	مش مصدق انه لازم ارجع عاليابان. باتمنى لو فيي ابقى اكثر.
3418	181	BEI	BEI	مستعد إنك تضرب السعر نزول للسبعة دولار؟	مستعد انك تضرب السعر نزول للسبعة دولار؟
3431	182	BEI	BEI	حضرت اللعبة؟ اليانكيز ربحوا .	حضرت اللعبة؟ اليانكيز ربحوا.
3445	183	BEI	BEI	لاء يسلمو، فيي لاقيه بنفسي .	لاء يسلموا، فيي لاقيه بنفسي.
3462	184	BEI	BEI	فيك تقلي برامج التلفزيون لليوم؟	فيك تقل لي برامج التلفزيون لليوم؟
3473	185	BEI	BEI	على أي إذاعة الفيلم؟	على اي اذاعة الفيلم؟
3483	186	BEI	BEI	شو الكوكتيل المميز تبعك؟	شو الكوكتيل المميز تبعك؟
3551	187	BEI	BEI	هيدا كان معروف بين الألف و تسعمية و أربعين للألف و تسعمية و ستين .	هيدا كان معروف بين الالف وتسعمية واربعين للالف وتسعمية وستين.
3703	189	BEI	BEI	فيي إسأل عن وقت الفلة من هون؟	فيي اسأل عن وقت الفلة من هون؟
3710	190	BEI	BEI	فهمت . خليني إتأكد من كتابي . عندي إفتتاح هالجمعة . بتفضل الصبح أو بعد الضهر؟	فهمت. خليني اتأكد من كتابي. عندي افتتاح هالجمعة. بتفضل الصبح او بعد الظهر؟
3716	191	BEI	BEI	بعتذر . ما معي كفاية هلأ .	باعتذر. ما معي كفاية هلق.
3718	192	BEI	BEI	أوك . خلينا نعملا . إنت جاهز؟	اوك. خلينا نعملها. انت جاهز؟
3719	193	BEI	BEI	هيدا كوارتز؟	هيدا كوارتز؟
3722	194	BEI	BEI	أه، لازم جيب معجون سنان كمان .	آه، لازم جيب معجون اسنان كمان.
3730	195	BEI	BEI	رقم التلفون واحد تنين تلاتة أربعة خمسة ستة.	رقم التلفون واحد اثنين ثلاثة اربعة خمسة ستة.
3732	196	BEI	BEI	بتحب سمك أو لحم بقر؟	بتحب سمك او لحم بقر؟
3736	197	BEI	BEI	فيك تشوف هالرسم البياني لإختبار البصر، عمول معروف؟	فيك تشوف هالرسم البياني لاختبار البصر، اعمول معروف؟
3760	198	BEI	BEI	طلعلي قنينة وحدة من الماي المعدنية من البراد.	طلع لي قنينة واحدة من الماي المعدنية من البراد.
3821	199	BEI	BEI	ما كان بدي هيدا .	ما كان بدي هيدا.
3824	200	BEI	BEI	فهمت . مبين منيح . بس منو شوي غالي .	فهمت. مبين منيح. بس مانه شوي غالي.
3830	201	BEI	BEI	أدي حقو لليلة؟	قديه حقو لليلة؟
3855	202	BEI	BEI	هوي هش أو قابل للكسر؟	هو هش او قابل للكسر؟
3874	203	BEI	BEI	يسلمو لشرح كل هيدا إلي .	يسلموا لشرح كل هيدا الي.
3875	204	BEI	BEI	ما عندي حركة مصارين من تلات تيام .	ما عندي حركة مصارين من ثلاث ايام.
3902	205	BEI	BEI	بيعتمد إذا كان عندك أو لاء شي تعلنو.	بيعتمد اذا كان عندك او لاء شي تعلنه.
3907	206	BEI	BEI	مانشستر إذا بتريد .	مانشستر اذا بتريد.
3992	207	BEI	BEI	هيدا الوصل تبعي للدفعة .	هيدا الوصل تبعي للدفعة.
4009	208	BEI	BEI	عمول معروف فرجيني.	اعمول معروف فرجيني.
4029	210	BEI	BEI	أي ساعة أخر تران بيفل؟	اي ساعة آخر تران بيفل؟
4054	211	BEI	BEI	شو ما نقيت منيح .	شو ما نقيت منيح.
4083	212	BEI	BEI	فيي أطلب منك تدقلي بعدين؟	فيي اطلب منك تدق لي بعدين؟
4105	213	BEI	BEI	فيي جرب القياس التاني الأكبر؟	فيي جرب القياس الثاني الاكبر؟
4123	214	BEI	BEI	فيك إخد شوية دوا للمعدة؟	فيي آخذ شوية دوا للمعدة؟
4136	215	BEI	BEI	فيي إخد حمالة شنطة؟	فيي آخذ حمالة شنطة؟
4153	216	BEI	BEI	بدي إبعت برقية.	بدي ابعث برقية.
4154	217	BEI	BEI	هيدا لإنو القرارات تاخدت بشكل جماعي.	هيدا لانه القرارات تاخذت بشكل جماعي.
4161	218	BEI	BEI	إذا بشتري تنين، أدي رح تعملو؟	اذا باشتري اثنين، قديه رح تعمله؟
4178	219	BEI	BEI	بدك شاي؟	بدك شاي؟
4196	220	BEI	BEI	هيدا أصلي؟	هيدا اصلي؟
4236	221	BEI	BEI	بتخلوا شوية مسكنات للأوجاع بهالأوتيل؟	بتخلوا شوية مسكنات للاوجاع بهالاوتيل؟
4257	222	BEI	BEI	بعتذر، ما فيي . فيي بس وقف عالأوتيلات المذكورة هون .	باعتذر، ما فيي. فيي بس وقف عالاوتيلات المذكورة هون.
4268	223	BEI	BEI	شو رقم البوابة؟	شو رقم البوابة؟
4327	224	BEI	BEI	خود هيداك المخرج هونيك و بروم عاليمين، عمول معروف .	خوذ هيداك المخرج هونيك وابروم عاليمين، اعمول معروف.
4366	226	BEI	BEI	ما في أذى مقصود .	مافيه اذى مقصود.
4433	227	BEI	BEI	عن اذنك، بس بفتكر إنك قاعد بمقعدي . شو رقم مقعدك؟	عن اذنك، بس بافتكر انك قاعد بمقعدي. شو رقم مقعدك؟
4455	228	BEI	BEI	بفضل أوتوماتيك .	بافضل اوتوماتيك.
4477	229	BEI	BEI	بدي إخد الرحلة التانية عبوسطن.	بدي آخذ الرحلة الثانية عبوسطن.
4520	230	BEI	BEI	بدي أعمل إتصال خارجي عاليابان، عمول معروف .	بدي اعمل اتصال خارجي عاليابان، اعمول معروف.
4530	231	BEI	BEI	مع كريمة و سكر، عمول معروف .	مع كريمة وسكر، اعمول معروف.
4534	232	BEI	BEI	في كازينو بالمدينة.	فيه كازينو بالمدينة.
4535	233	BEI	BEI	أنا جوعان .	انا جوعان.
4538	234	BEI	BEI	فيي إخد ويسكي مع صودا و براندي، عمول معروف؟	فيي آخذ ويسكي مع صودا وبراندي، اعمول معروف؟
4632	235	BEI	BEI	جيبتي نسرقت .	جيبتي انسرقت.
4636	236	BEI	BEI	حط مصرياتك محل ما تمك موجود.	حط مصرياتك محل ما تمك موجود.
4677	238	BEI	BEI	فيي فوت؟	فيي فوت؟
4698	239	BEI	BEI	إذا بدك خدمة نهار واحد، خمسين بالمية زيادة رسوم رح تنضاف عفاتورتك. هيدا الشي تمام؟	اذا بدك خدمة نهار واحد، خمسين بالمية زيادة رسوم رح تنضاف عفاتورتك. هيدا الشي تمام؟
4758	241	BEI	BEI	عندي صعوبة إبعد عن رفيقي عالطريق .	عندي صعوبة ابعد عن رفيقي عالطريق.
4760	242	BEI	BEI	فيي إخد عشر فواتير تبع الدولار لهالعشرة، عمول معروف؟	فيي آخذ عشر فواتير تبع الدولار لهالعشرة، اعمول معروف؟
4770	243	BEI	BEI	بتشاركني بوجبة خفيفة؟	بتشاركني بوجبة خفيفة؟
4786	244	BEI	BEI	هيي بقسم قانون الضرايب للشركات.	هي بقسم قانون الضرايب للشركات.
4823	245	BEI	BEI	وين فيي إشتري زي تقليدي؟	وين فيي اشتري زي تقليدي؟
4873	247	BEI	BEI	سيارة لغير المدخنين، عمول معروف .	سيارة لغير المدخنين، اعمول معروف.
4876	248	BEI	BEI	عمول معروف كتوب تحت عنوانك الدايم.	اعمول معروف اكتوب تحت عنوانك الدايم.
4878	249	BEI	BEI	نحنا مستعدين نجاوبكم دغري على أي إستفسارات عنكن ياها.	نحنا مستعدين نجاوبكم دغري على اي استفسارات عنكن ياها.
4944	251	BEI	BEI	أنا هين . شو حاسس بدك تعمل؟	انا هين. شو حاسس بدك تعمل؟
4965	252	BEI	BEI	بطارية خلية ناشفة لهالكاميرا، عمول معروف .	بطارية خلية ناشفة لهالكاميرا، اعمول معروف.
4976	253	BEI	BEI	حجزت مقاعد عالشباك .	حجزت مقاعد عالشباك.
4989	254	BEI	BEI	حوالي خمسمية فرانك أو مية دولار أميركي .	حوالي خمسمية فرانك او مية دولار اميركي.
4997	255	BEI	BEI	أي ماركة تانية؟	اي ماركة ثانية؟
